Weight,HDon,HAcc,XlogP,TPSA,Polariz,Dipole,LogS,2DACorr_Ident_1,2DACorr_Ident_2,2DACorr_Ident_3,2DACorr_Ident_4,2DACorr_Ident_5,2DACorr_Ident_6,2DACorr_Ident_7,2DACorr_Ident_8,2DACorr_Ident_9,2DACorr_Ident_10,2DACorr_Ident_11,2DACorr_SigChg_1,2DACorr_SigChg_2,2DACorr_SigChg_3,2DACorr_SigChg_4,2DACorr_SigChg_5,2DACorr_SigChg_6,2DACorr_SigChg_7,2DACorr_SigChg_8,2DACorr_SigChg_9,2DACorr_SigChg_10,2DACorr_SigChg_11,2DACorr_PiChg_1,2DACorr_PiChg_2,2DACorr_PiChg_3,2DACorr_PiChg_4,2DACorr_PiChg_5,2DACorr_PiChg_6,2DACorr_PiChg_7,2DACorr_PiChg_8,2DACorr_PiChg_9,2DACorr_PiChg_10,2DACorr_PiChg_11,2DACorr_TotChg_1,2DACorr_TotChg_2,2DACorr_TotChg_3,2DACorr_TotChg_4,2DACorr_TotChg_5,2DACorr_TotChg_6,2DACorr_TotChg_7,2DACorr_TotChg_8,2DACorr_TotChg_9,2DACorr_TotChg_10,2DACorr_TotChg_11,2DACorr_SigEN_1,2DACorr_SigEN_2,2DACorr_SigEN_3,2DACorr_SigEN_4,2DACorr_SigEN_5,2DACorr_SigEN_6,2DACorr_SigEN_7,2DACorr_SigEN_8,2DACorr_SigEN_9,2DACorr_SigEN_10,2DACorr_SigEN_11,2DACorr_PiEN_1,2DACorr_PiEN_2,2DACorr_PiEN_3,2DACorr_PiEN_4,2DACorr_PiEN_5,2DACorr_PiEN_6,2DACorr_PiEN_7,2DACorr_PiEN_8,2DACorr_PiEN_9,2DACorr_PiEN_10,2DACorr_PiEN_11,2DACorr_LpEN_1,2DACorr_LpEN_2,2DACorr_LpEN_3,2DACorr_LpEN_4,2DACorr_LpEN_5,2DACorr_LpEN_6,2DACorr_LpEN_7,2DACorr_LpEN_8,2DACorr_LpEN_9,2DACorr_LpEN_10,2DACorr_LpEN_11,2DACorr_Polariz_1,2DACorr_Polariz_2,2DACorr_Polariz_3,2DACorr_Polariz_4,2DACorr_Polariz_5,2DACorr_Polariz_6,2DACorr_Polariz_7,2DACorr_Polariz_8,2DACorr_Polariz_9,2DACorr_Polariz_10,2DACorr_Polariz_11,CTAB_NAME,Name_of_compounds,@recordNo
387.514,1,3,6.66653,32.7,49.043,3.26712,-6.74142,29,31,41,43,44,49,47,37,27,22,19,0.446118,-0.0849115,0.0292455,0.215794,0.0204098,0.0860743,0.0945993,0.0736128,0.151116,0.103113,-0.0180704,0.00740304,-0.00096485,-0.000474245,6.47599e-05,-0.000989989,0.00108143,-0.0019942,0.00120039,-0.00199697,-0.00306029,0.0019566,0.409394,-0.0984949,0.0708432,0.197991,0.0304428,0.112633,0.104899,0.0863161,0.115359,0.129004,-0.0290134,2133.39,2304.44,3031.05,3151.54,3167.14,3488.75,3392.31,2773.21,2099.78,1678,1383.62,709.529,756.87,1009.54,991.822,854.374,988.986,994.074,813.6,588.221,337.092,140.368,39.1246,0,0,7.12951,0,0,0,0,0,0,0,2760.2,3218.61,4405.86,4813.72,4726.65,4676.77,3961.7,2885.6,1999.66,1529.58,1270.71,679,4-Hydroxy-tamoxifen,@90
309.326,1,2,4.61568,21.26,30.984,2.37078,-4.70659,22,23,31,30,27,26,25,21,17,14,11,0.536167,-0.250717,0.0531123,0.057962,0.188484,-0.167351,0.29117,-0.00168806,-0.0466555,-0.132661,0.181208,0.00435043,-0.00109929,0.000527532,-0.000711832,-0.000805607,-5.07465e-05,0.000138813,-0.00010559,-2.0989e-05,-4.7503e-05,-6.67972e-18,0.516203,-0.268253,0.0933048,0.0107522,0.220988,-0.178544,0.290532,-0.00396083,-0.0316923,-0.130683,0.181164,1941,1984,2748.04,2499.93,2259.43,2078.49,1973.14,1654.65,1483.63,1371.38,1124.19,496.118,411.54,639.109,540.168,417.769,401.349,445.096,273.577,215.881,199.74,193.063,98.1815,0,76.3727,0,6.79901,0,66.7209,0,0,0,23.3477,1306.86,1475.16,1918.58,1907.17,1679.25,1604.26,1417.38,1098.51,762.719,498.473,309.932,1316,Fluoxetine,@91
211.328,3,3,0.361997,50.94,23.846,1.65205,-1.54954,14,15,20,17,13,10,7,5,3,1,0,0.285938,-0.123273,0.146529,-0.00980691,0.0142801,0.0217075,0.0940164,0.00490324,0.0160044,0.0190375,0,0.0893796,-0.0122343,-0.0227075,-0.00974795,-8.31585e-16,-6.92227e-16,9.16258e-16,-5.06277e-16,7.95366e-16,-8.09302e-16,0,0.432863,-0.238407,0.163038,0.0520023,-0.00982938,0.0480964,0.0619555,0.00506252,0.0161713,0.011846,0,1059.73,1161.93,1558.94,1248.49,940.579,711.415,511.779,370.991,220.918,64.7183,0,171.979,158.887,158.12,50.872,11.1558,21.8532,6.50948,0,0,0,0,57.5841,0,37.4651,0,9.58991,1.96136,6.50948,0,0,0,0,1000.66,1147.14,1545.99,1267.33,895.883,611.44,402.066,258.068,131.88,33.072,0,2337,Pramipexole,@92
341.427,3,7,0.616698,101.73,35.351,3.21295,-2.80849,23,24,34,34,31,27,27,23,20,18,12,0.673469,-0.337523,0.13986,0.060716,0.14024,-0.39337,0.58004,0.0675305,-0.099133,0.220368,0.00768471,0.386414,-0.235784,0.0737601,-0.0575823,0.0922168,-0.107965,0.0421473,1.05764e-15,5.33226e-16,-1.93119e-15,-6.81441e-17,1.54524,-1.04127,0.478438,-0.122057,0.472726,-1.12376,1.12604,0.0535721,-0.270909,0.355506,-0.00145772,2218.89,2215.95,3152.01,3030.58,2917.63,2749.43,2742.01,1940.36,1594.46,1522.18,1118.53,664.776,663.06,790.672,784.866,652.353,566.619,352.462,29.5846,33.1379,30.8662,0,270.997,140.127,46.1302,6.75193,30.1335,160.539,114.609,7.3567,23.3438,17.1992,0,1646.15,1890.26,2612.52,2496.74,2151.27,1859.17,1739.25,1524.59,1327.2,1044.05,598.639,107,Sulpride,@93
291.39,0,3,3.29995,18.84,35.697,3.42464,-4.30372,22,25,35,39,34,35,29,19,10,4,1,0.26661,-0.0824922,0.0565897,0.106813,0.0213552,0.112837,0.0276958,0.0515901,0.0507126,0.0191436,0.000513484,0.0791454,-0.0213393,0.00168093,-0.0121779,-0.000388677,-0.00388345,-0.00352186,5.7569e-05,-3.85975e-16,2.05277e-16,-1.39705e-16,0.416625,-0.197578,0.145335,0.0408257,0.00429638,0.152314,0.00852092,0.0679816,0.042479,0.0248888,0.000687428,1622.69,1872.1,2639.59,2988.05,2577.25,2539.96,2018.17,1304.68,673.309,265.969,65.2264,488.795,525.961,685.893,727.468,612.546,512.276,270.67,130.927,28.2904,9.01827,0,21.4187,0,4.95335,6.89571,0,1.98165,0,0,0,0,0,1994.88,2382.98,3399.31,3888.63,3258.7,3022.56,2188.79,1296.43,603.541,207.339,45.9228,1897,Perlapine,@94
381.443,1,5,3.02313,52.65,42.37,5.8181,-4.75608,28,31,43,43,37,32,27,24,22,20,19,0.528754,-0.313577,0.206216,-0.00624582,0.0863946,-0.0637566,0.219724,0.052654,-0.0427916,0.172764,-0.15691,0.200706,-0.00714468,-0.0925452,-0.0259447,0.0141201,0.0132465,-0.00208528,-4.07335e-16,0.010001,-0.012847,-0.0180809,0.882868,-0.408382,0.139848,-0.124808,0.0749069,-0.0247754,0.270154,0.082338,-0.0178101,0.174716,-0.331202,2428.34,2567.75,3544.43,3544.67,3057.9,2609.72,2179.45,1855.98,1685.29,1620.74,1738.11,666.878,660.554,835.123,679.539,384.598,205.35,112.622,36.0856,50.9102,160.856,374.272,102.158,0,49.6462,0,8.77165,6.74496,32.006,0,0,29.4779,0,2125.67,2500.25,3473.84,3327.9,2748.24,2308.47,1934.05,1738.72,1601.55,1470.37,1382.12,1306,benperidol,@96
354.443,2,5,2.41945,65.56,39.947,3.83165,-3.76401,26,30,45,50,46,39,33,29,24,17,10,0.653853,-0.237766,0.055247,0.0281428,0.294334,-0.147546,0.1758,0.356939,-0.0969484,0.0566392,0.113137,0.105924,-0.00621306,-0.0424078,-0.000444204,-0.00389707,0.000682054,0.0126021,-0.0186453,0.000940124,0.000236985,0.00418403,0.714205,-0.30348,0.119599,-0.0832798,0.35418,-0.15587,0.218642,0.239406,-0.0663819,0.0805307,0.166841,2058.28,2308.13,3403.25,3757.97,3518.41,2952.55,2554,2353.07,1970.3,1374.74,826.708,413.558,361.419,403.079,268.443,172.338,67.0778,206.401,214.489,270.782,272.244,201.404,59.0269,0,17.5209,5.26193,27.6385,0,20.2197,35.6734,0,0,0,2383.7,2965.33,4534.35,4760.42,4115.57,3388.35,2854.96,2337.09,1732,1050.62,497.754,2335,Yohimbine,@97
266.381,1,2,3.70341,15.27,34.246,1.47751,-4.13315,20,22,29,34,31,28,21,15,8,2,0,0.198562,-0.00256199,0.0641311,0.0663145,0.119247,0.0028225,0.0657303,0.0961277,0.0403157,0.00136288,0,0.0300905,0.00320642,-0.0141736,-0.0030098,-0.00405041,0.000190669,0.00212297,0.000668511,6.31917e-18,-5.53637e-17,0,0.169067,0.00782244,0.0800619,0.0165859,0.0793752,-0.00225115,0.124034,0.102751,0.0578508,0.00200747,0,1391.64,1556.69,2074.24,2410.77,2144.69,1917.27,1424.63,1008.39,520.42,130.023,0,387.644,416.941,496.478,438.09,331.625,346.674,243.959,123.645,16.54,0,0,24.6114,0,0,0,7.2715,0,0,0,0,0,0,1874.75,2209.35,3072.18,3605.56,2952.23,2342.29,1460.2,870.723,373.997,79.6433,0,1317,Desipramine,@98
371.515,0,2,7.07551,12.47,48.406,2.23481,-7.04707,28,30,39,41,43,48,45,34,23,18,17,0.293371,-0.0338699,0.0262462,0.184312,0.0200436,0.0852767,0.108242,0.0794904,0.0962012,0.0515932,0.0463776,0.00365932,-0.000506098,-0.000290115,5.83608e-05,-0.000696193,-0.000163369,-0.000155283,-0.000230828,4.8982e-05,9.33975e-05,1.14856e-05,0.275417,-0.0390281,0.0489164,0.16789,0.0222055,0.10779,0.113173,0.0790784,0.0853014,0.0430274,0.045219,1998.13,2173.87,2826.22,2962.13,3058.62,3365.2,3172.77,2459.25,1708.81,1310.59,1184.55,670.393,723.524,943.777,924.922,822.76,957.858,965.666,746.364,441.644,193.849,64.6156,21.6291,0,0,7.13205,0,0,0,0,0,0,0,2709.59,3151.34,4283.26,4676.21,4627.74,4559.56,3781.01,2665.68,1750.06,1326.21,1171.62,678,Tamoxifen,@99
219.323,1,2,2.64391,23.47,26.328,1.65958,-2.68151,16,17,22,21,18,16,12,8,4,2,0,0.268545,-0.0329691,0.0441445,0.0812654,0.0497618,0.00826643,0.149944,0.00107439,0.015458,0.0264194,0,0.00354656,-0.000632919,-0.000286829,-0.000290593,-0.000562939,-7.39186e-17,-1.05542e-16,7.88686e-17,7.70911e-17,1.37409e-17,0,0.251318,-0.0422174,0.0654695,0.0748852,0.066069,-0.00176226,0.147958,0.00259481,0.0132589,0.0257225,0,1104.87,1175.31,1515.36,1432.09,1216.01,1086.04,832.457,557.981,273.762,137.336,0,229.949,222.346,254.801,174.909,53.6851,19.0843,19.8313,0,0,0,0,20.1361,0,0,0,0,0,6.95018,0,0,0,0,1069.39,1209.26,1575.16,1489.94,1191.8,987.251,680.488,398.484,170.803,67.8791,0,684,(S)-(-)-3-(3-Hydroxyphenyl)-N-propylpiperidine,@100
303.783,2,3,3.52873,43.7,33.048,3.28677,-4.21202,21,23,33,39,34,33,27,15,5,1,0,0.474343,-0.0730016,-0.139942,0.203305,0.0710124,-0.0245041,0.273781,0.081311,0.0681338,0.0231909,0,0.00458853,0.000481801,-0.0014164,-0.000415651,-0.000820364,-0.000147327,-9.44618e-05,3.44326e-05,5.70007e-05,2.6705e-05,0,0.414301,-0.0639637,-0.111931,0.205595,0.0943414,-0.0178469,0.252747,0.0727667,0.0608054,0.0207945,0,1650.86,1783.23,2554.06,3015.85,2619.88,2532.72,2113.08,1201.22,423.971,82.9886,0,491.894,473.074,607.691,623.339,423.686,423.11,453.325,336.87,174.229,36.5171,0,66.8535,0,0,40.1378,22.5386,8.90361,13.8308,0,0,0,0,1819.95,2171.76,3112.9,3616.3,2966.4,2572.47,1795.75,869.503,259.378,43.7544,0,1327,"SKF 82957",@101
355.428,0,5,2.62894,40.16,40.048,4.16518,-3.68601,26,29,43,53,53,49,40,30,19,8,1,0.740435,-0.263245,-0.153258,0.366723,-0.059412,-0.0212814,0.156831,0.277639,0.0642154,-0.0397554,0.00345673,0.00816886,0.00167619,-0.00114691,-0.00061918,-0.00339684,-0.0026162,5.45289e-05,0.00151783,0.000446158,-1.12085e-16,5.57749e-30,0.641979,-0.24246,-0.113084,0.356477,-0.0139858,0.0106619,0.135476,0.229977,0.051504,-0.0368812,0.00345673,2097.54,2370.54,3442.76,4200.21,4198.05,3888.36,3250.76,2470.32,1511.21,594.749,72.621,539.509,539.857,781.403,860.783,628.457,535.328,452.789,274.251,79.0664,0,0,77.4253,0,0,37.2716,0,7.35331,33.3083,44.5852,18.6079,0,0,2494.38,3114.36,4818.72,5590.14,5104.34,4241.03,2997.21,1861.95,931.763,318.953,28.5172,3248,Glaucine,@102
645.312,0,4,7.86089,42.68,57.019,3.87273,-8.16536,31,33,45,50,49,46,45,46,36,23,20,0.635508,-0.208957,-0.0700339,0.131912,0.00191899,-0.00529458,0.124064,-0.0741818,0.0928118,0.0719723,-0.0456286,0.0539611,-0.00907565,0.00685554,-0.0113534,-0.00885718,-0.00260024,-0.0124247,0.00882578,0.00316316,-0.00137234,-0.000141494,0.667111,-0.286241,0.0443975,0.0426982,0.00110004,-0.0274483,0.228442,-0.0783766,0.0142295,0.152074,-0.0700869,2537.42,2713.52,3796.42,4270.93,4243.55,3873.62,3637.24,3637.65,2765.09,1829.09,1583.95,638.792,655.752,963.572,1044.8,852.271,727.945,649.113,472.432,327.941,182.053,56.4757,98.1698,0,0,48.3885,37.7172,33.3334,31.2874,41.5077,19.3778,5.9619,0,3316.79,3880.91,5454.95,5792.84,5389.27,4993.48,4882.24,4545.2,3199.47,2014.92,1541.98,1320,Amiodarone,@103
418.958,0,3,5.91877,23.55,49.59,3.63435,-6.83164,30,33,45,50,45,41,35,30,29,26,28,0.326518,-0.0701405,-0.0217127,0.165216,0.167134,-0.018858,0.0231354,0.199006,0.00167983,-0.000550626,0.036292,0.0431766,-0.00361381,-0.01022,-0.00658925,-0.00263911,0.000185992,0.00918303,-0.0123372,-0.00867662,0.0160206,-0.00794842,0.3764,-0.0972243,-0.0213505,0.131539,0.138205,-0.0198232,0.101222,0.181281,-0.0679511,0.040387,0.0522486,2329.8,2512.77,3424.61,3788.04,3361.84,2990.45,2586.34,2216.65,2243.4,2160.2,2309.19,733.135,729.568,883.174,798.257,519.726,455.312,339.891,276.539,370.065,629.94,790.23,70.7953,0,0,6.92241,7.98348,0,22.0095,28.3928,0,0,0,2697.02,3152.25,4330.1,4848.56,4072.08,3517.38,2816.21,2467.63,2353.95,2216.14,2342.57,3244,Lofepramine,@104
393.454,0,5,1.92664,52.98,43.118,8.00507,-4.04544,29,32,45,48,40,34,32,28,24,22,22,0.503851,-0.247481,0.129432,-0.0713117,-0.0250967,0.242361,0.00753905,0.106836,-0.00490038,-0.131904,0.178516,0.44864,-0.00536113,-0.144767,-0.194211,0.176323,-0.0542193,-0.00208499,-0.00867549,0.025865,-0.0382827,0.0541025,1.24849,-0.471713,0.163183,-0.596674,0.366258,0.287098,-0.0832082,0.130125,0.0433998,-0.308812,0.425833,2538.45,2693.18,3790.96,4101.81,3377.41,2709.24,2568.35,2212.86,1933.18,1902.92,2056.46,784.127,795.569,1022.03,925.758,505.5,248.391,97.4113,62.6693,160.657,370.946,578.309,116.873,0,21.8806,0,1.65917,25.0787,19.8338,0,0,8.15958,44.5383,2154.1,2525.19,3504.82,3587.12,2891.8,2489.94,2288.26,2043.04,1789.97,1646.31,1580.28,2941,Pirenperone,@105
312.434,1,4,2.06,30.87,36.94,8.53803,-3.85153,22,25,36,38,34,34,29,19,11,4,1,0.357986,-0.136247,0.0518147,0.0868155,0.0900055,0.094819,-0.0302376,0.0812543,0.0388935,0.0182975,0.000501288,0.222134,-0.00386278,0.0274871,-0.0634311,-0.0712445,-0.00615164,0.00333751,0.00279819,1.39661e-15,2.60475e-16,6.83753e-17,0.576485,-0.300877,0.238356,-0.0402335,-0.0108691,0.0714099,-0.0563439,0.195051,0.0645233,0.0249729,0.000676543,1714.19,1992.38,2888.1,3090.1,2716.57,2598.65,2127.14,1353.51,777.057,263.116,65.3283,480.634,537.861,754.195,833.372,613.789,362.389,197.887,73.1134,17.5519,9.01614,0,83.0712,0,28.703,12.6695,60.021,8.20385,0,11.2805,0,0,0,2205.43,2658.24,3863.08,4194.98,3627.65,3232.09,2396.82,1382.86,697.392,210.259,47.6094,115,Olanzapine,@106
263.35,0,2,3.41975,20.31,29.356,3.10592,-3.6268,19,20,26,24,17,15,15,14,13,11,8,0.262241,-0.0698188,0.00991986,0.0574895,0.00601845,0.0160108,0.0653753,0.0346336,-0.0302318,0.0830729,-0.00238036,0.0151156,-0.00813116,0.00536185,-0.00554696,0.00407108,-0.00122734,-0.00208528,-6.55555e-16,6.78608e-16,-4.5788e-16,3.57077e-16,0.344952,-0.116187,0.0226789,0.0361107,0.020075,0.0231094,0.0590069,0.0493607,-0.0400602,0.0844293,-0.00519589,1511.66,1519.65,1965.07,1840.37,1340.21,1197.87,1244.01,1063.23,956.624,815.495,599.709,349.495,313.912,377.055,336.769,178.089,114.487,75.0943,18.2141,9.70531,10.3412,0,43.1262,0,0,0,0,6.74285,19.8199,0,0,8.14963,0,1129.49,1251.33,1573.11,1418.33,1016.17,902.605,866.081,826.461,750.133,593.992,391.239,114,Melperone,@107
251.323,0,2,2.81062,12.47,30.434,1.83234,-3.50987,19,22,32,35,33,28,16,5,0,0,0,0.2491,-0.0639923,0.0208556,0.0610196,-0.0187689,0.149287,0.0569984,0.0113351,0,0,0,0.0090821,0.00022346,-0.00392456,-0.00109384,8.31278e-06,-0.000439234,0.000614681,7.01201e-05,0,0,0,0.221952,-0.0674202,0.0549947,0.043386,-0.0277488,0.154635,0.0584364,0.0140258,0,0,0,1407.33,1643.97,2389.34,2653.9,2448.44,1999.72,1107.16,335.735,0,0,0,426.247,453.924,560.944,520.918,395.833,384.237,234.841,91.8858,0,0,0,29.0295,0,0,0,0,8.46968,0,0,0,0,0,1768.39,2159.23,3199.57,3521.1,3011.49,2234.15,1064.83,289.898,0,0,0,116,ORG-5222,@108
326.823,1,4,2.70491,30.87,38.355,11.4382,-4.60404,23,26,37,41,36,37,32,23,14,5,2,0.359426,-0.126081,0.0292801,0.113758,0.0819722,0.0967693,0.00206745,0.073608,0.0167334,0.0471966,0.00136837,0.363556,0.0238017,0.179796,-0.277326,-0.0983466,-0.0167894,0.0042409,0.00317697,-0.000331303,3.51731e-16,3.39718e-17,0.744096,-0.296878,0.337341,-0.253382,0.0299471,0.0197098,-0.0508985,0.253685,0.0524547,0.0509061,0.00145087,1823.37,2069.59,2957.86,3328.67,2877.55,2872.91,2433.78,1757.24,1078.57,372.293,153.885,548.25,598.452,844.684,979.366,753.478,572.003,354.986,192.254,92.4981,18.9194,0,85.0195,0,26.6808,10.5393,30.3117,10.9366,27.083,0.673827,0,8.89587,0,2312.28,2770.77,3983.52,4556.79,3852.06,3586.5,2720.02,1727.81,896.709,292.148,93.4946,111,Clozapine,@109
426.481,0,6,4.01316,64.8,44.757,6.5619,-5.36633,31,34,47,48,42,36,30,27,27,25,22,0.740498,-0.233471,-0.105265,0.136373,0.0603683,-0.00586531,0.147813,0.122921,-0.099229,0.0476985,0.160523,0.0572235,-0.0289532,0.000998975,0.0040095,0.00405353,-0.00498066,-0.00373989,8.23162e-16,0.000855986,-0.00606656,0.00335143,0.749606,-0.271369,-0.0623072,0.135995,0.00342738,0.058103,0.121731,0.12712,-0.114217,0.0932182,0.0997291,2761.41,2962.83,4048.71,4069.46,3614.56,3018.04,2426.97,2161.8,2143.66,2007.85,1869.28,713.127,670.385,884.585,782.695,444.643,266.068,100.375,47.3327,57.0868,139.996,243.044,124.177,18.0452,0,18.8046,35.9152,37.479,27.2537,7.17596,0,21.5976,32.2383,2051.43,2391.37,3289.3,3220.55,2682.52,2265.21,1915.78,1771.7,1757.85,1642.68,1472.22,113,Iloperidone,@110
412.937,1,5,3.89046,48.47,45.084,3.67571,-5.75757,28,32,46,44,37,32,29,25,22,21,21,0.441544,-0.197287,0.0648895,0.0706238,0.0556308,0.0580592,0.0110946,0.0233568,0.149675,-0.058489,0.0336015,0.177654,-0.0341517,-0.061231,0.00197082,-0.00212779,0.00968256,-0.00572202,-0.0032229,0.00321889,-0.00905384,0.0479498,0.753018,-0.364243,0.102669,0.00299481,0.0355209,0.149537,0.000378217,-0.0604294,0.23495,-0.0974078,0.0670849,2371.98,2639.94,3762.5,3567.78,3019.8,2558.12,2283.23,1937.67,1763.89,1792.48,1860.37,644.081,639.278,820.435,698.868,439.319,195.498,99.8842,117.798,226.177,335.417,485.801,128.389,8.39136,20.783,32.9334,27.1048,11.1692,28.0151,8.4965,26.4969,0,26.7165,2492.09,2975.99,4249.02,3931.11,3202.88,2696.23,2411.11,2153.15,1954.91,1898.82,1944.01,120,Ziprasidone,@111
440.941,1,5,4.17386,39.99,48.937,6.27551,-6.14617,31,35,50,49,44,45,45,39,29,25,25,0.558089,-0.33622,0.263232,0.113768,-0.160542,0.267674,0.0484088,0.0108465,0.076559,0.0860942,-0.143631,0.236969,-0.0105921,-0.106393,-0.016129,-0.000634821,0.0160741,0.00363398,-0.0129663,-0.0181024,0.0419958,0.0372296,0.754452,-0.44366,0.284729,0.0379474,-0.0963274,0.272316,-0.0461488,0.0817639,0.0653811,0.100146,-0.0416153,2600.31,2836.52,4002.38,3847.81,3394.35,3476.17,3488.21,3070.04,2347.26,2109.63,2197.81,622.212,631.272,823.606,708.707,588.809,488.866,389.078,326.544,277.363,268.851,328.235,105.395,0,35.2869,6.9769,0,44.6963,5.58558,0,8.96928,13.9132,26.1274,2844.82,3436.77,4999.43,4963.56,4546.87,4275.79,3819.6,3110.24,2309.78,1970.34,1897.85,119,Sertindole,@112
331.86,0,2,5.14235,12.47,37.842,2.49021,-5.60736,22,24,33,36,32,31,26,21,17,9,2,0.305579,-0.0846691,-0.0120638,0.130994,-0.019384,0.105585,-0.00542048,0.0274423,0.0934058,0.0222508,0.00104222,0.00774028,-0.000506865,-0.0020394,-0.00188611,0.00140187,-0.000345132,-0.000142501,-0.000210669,-0.000141342,-3.74077e-18,3.45947e-17,0.284098,-0.0927977,0.0213178,0.119634,-0.0403177,0.119744,-0.00348425,0.0282672,0.0923884,0.0240227,0.00114786,1737.69,1900.37,2616.2,2917.33,2610.89,2462.91,1981.06,1579.17,1266.55,640.396,130.529,553.456,604.153,861.29,980.869,799.01,637.018,347.436,205.367,103.833,9.09347,0,81.6864,0,0,7.20842,24.4352,53.4131,0,9.10198,8.79312,0,0,2208.47,2606.05,3645.7,4135.5,3374.09,2924.08,2128.02,1521.39,1041.18,440.957,91.7775,121,Zotepine,@113
383.508,1,5,2.87835,48.3,43.341,5.34239,-4.19527,27,30,40,45,41,42,36,27,19,16,15,0.579141,-0.179358,-0.0514201,0.362159,-0.0274857,0.0298409,0.222741,-0.0233788,0.0859193,0.0746047,0.0091564,0.0815873,-0.0211121,7.4805e-05,-0.0140616,0.00334052,-0.00570362,-0.00338905,5.74426e-05,-7.05135e-16,-1.95113e-16,1.15734e-16,0.72806,-0.293697,0.036401,0.298049,-0.0499869,0.0893028,0.164292,-0.0638132,0.192416,0.00439828,-0.0366209,2097.01,2346.02,3161.71,3614.58,3203.1,3146.91,2614.15,1981.78,1448.91,1255.38,1205.39,547.301,592.757,821.587,965.364,704.199,509.007,289.448,164.192,70.7394,82.0602,117.805,74.8733,0,4.90897,30.5748,23.1393,2.00234,19.7441,9.43837,4.03849,13.5601,19.0362,2413.73,2866.16,4026.7,4636.13,3980.18,3737.95,2864.25,1985.5,1354.62,1087.79,930.226,117,Quetiapine,@114
410.485,0,6,2.42552,61.94,43.669,6.21928,-4.60943,30,34,49,51,44,36,32,29,25,23,24,0.56121,-0.231139,0.114766,-0.165807,0.0442762,0.238542,-0.00421226,0.0783396,-0.011877,-0.0222489,-0.0279282,0.31888,-0.0464428,-0.0713909,-0.101551,0.0622671,-0.00232253,-1.09598e-15,-0.00173759,0.0168788,-0.0482645,0.0853842,1.04855,-0.448944,0.212422,-0.472122,0.152234,0.420799,-0.125352,0.110496,0.00306128,-0.150643,0.220826,2638.08,2921.76,4201,4346.87,3748.11,2878.85,2484.98,2277.13,1976.12,1941.43,2260.78,614.382,611.633,753.287,550.719,253.505,138.765,34.7644,46.5322,147.905,358.175,526.106,115.418,18.0452,20.4632,0,31.2532,36.1196,9.76266,0,0,8.15482,29.4061,2191.55,2614.64,3734.82,3751.38,3106.06,2598.4,2320.82,2097.25,1856.06,1739.54,1748.48,118,Risperidone,@115
327.808,0,4,3.65431,28.07,37.152,2.22921,-4.85147,23,26,37,41,36,38,33,23,13,5,1,0.42145,-0.180073,-0.00503917,0.138029,-0.0462217,0.191436,-0.0791944,0.049624,0.086061,0.0191461,0.000495937,0.0887362,-0.0192594,-0.00567307,-0.0191963,0.0108105,-0.00811227,-0.00206005,-0.000489838,-0.00038771,2.31665e-17,-1.30477e-16,0.54253,-0.288323,0.0936242,0.10501,-0.111406,0.242808,-0.0965191,0.0559607,0.087578,0.024345,0.000646556,1892.69,2152.67,3089.26,3512.63,3029.34,3073.28,2565.01,1762.99,996.663,356.866,65.3733,569.71,632.579,906.357,1043.83,788.217,610.475,331.586,204.083,103.381,9.05596,0,75.8926,0,4.8772,12.8507,21.0867,57.7296,0,8.41648,8.90823,0,0,2153.37,2575.58,3700.32,4229.48,3625.15,3456.86,2620.14,1619.35,790.26,254.854,46.3688,102,Loxapine,@116
375.864,1,3,3.98069,40.54,39.746,2.49903,-4.79954,26,28,39,39,30,26,25,22,20,19,18,0.433388,-0.125056,-0.00263348,0.062393,0.139677,0.00189095,0.156013,0.0187803,-0.08816,0.133478,0.0486032,0.0154779,-0.0082177,0.00529176,-0.00547408,0.00397371,-0.00122734,-0.00208528,-5.64862e-16,-0.000384691,0.00111245,-0.00165963,0.512897,-0.170447,0.0151224,0.0349851,0.16065,0.00969239,0.15046,0.0359562,-0.136467,0.173318,0.0334634,2145.47,2204.2,3031.65,3012.09,2322.01,2049.83,2051.44,1696.14,1539.61,1555.56,1513.49,583.423,534.12,648.924,535.275,263.258,151.896,113.651,27.5196,74.0116,207.501,332.739,83.1241,0,0,0,5.56883,6.74718,37.7637,0,8.94536,21.6894,0,1819.15,2086.32,2817.73,2728.17,2092.13,1824.08,1663.25,1506.06,1390.7,1291.76,1188.55,101,Haloperidol,@117
375.48,2,5,1.69214,66.64,40.671,5.34265,-3.27517,27,29,40,43,37,31,26,22,21,20,21,0.560312,-0.209788,-0.0224831,0.200171,-0.0253982,0.210327,0.121289,0.0774981,-0.0743212,-0.0217136,0.128355,0.0808276,-0.0194522,-0.0161731,-0.00554695,0.00407108,-0.00122734,-0.00208528,1.23873e-16,0.00624468,-0.0182994,0.0159737,0.806315,-0.340677,-0.0401568,0.21406,-0.0531305,0.252599,0.118533,0.0999562,-0.0757953,-0.112836,0.214658,2238.22,2282.96,3113.65,3343.1,2900.71,2416.95,2076.27,1663.59,1604.3,1691.1,1897.59,471.686,390.91,419.677,357.452,191.916,134.107,75.1026,18.2221,60.4162,202.161,265.629,71.6146,0,12.2388,12.409,2.92696,18.5104,19.8197,0,0,15.2684,28.5989,1825.83,2111.19,2891.82,2977.38,2414.1,1995.57,1660.8,1490.64,1433.69,1348.78,1299.77,105,Pipamperone,@118
